,Dept,Number,Course_Name,Professor_x,Start_Time,End_Time,Location,Description,Pre/coreqs,Offered,Dept + Number,Unnamed: 0.1,Professor_y,Median Grade,Semester (Ex: SP21),# of Students,Notes,Semester,Pre/Coreqs_Clean,ID,Name,Number_of_Ratings,Average_Rating,Difficulty,Take Again,CU_Reviews_Difficulty,CU_Reviews_Rating,CU_Reviews_Workload
2590,ENGL,3778,"Free Speech, Censorship, and the Age of Global Media",Rayna Kalas,10:10AM,11:00AM,To Be Assigned,"This course will help us understand how our ideas about free speech are shifting in an age of global information by surveying the history of censorship from the late 16th-century to the present day. In democratic societies, freedom of expression is both a cultural value and protected right, and yet governments also routinely regulate speech through a variety of mechanisms: from direct censorship, to licensing and copyright laws, to high court decisions about what qualifies as ""speech"". We will consider how the categories of dangerous speech—blasphemy, pornography, treason, libel—and thresholds of toleration, have changed over time. And we will also consider forms of censorship that have sought to protect freedoms and ensure civil discourse, such as restrictions on hate speech, genocide denial, and ""fake news"". Authors and subjects may include Milton, Defoe, Freud, Foucault, Joyce, MacKinnon, Butler, Wiki-Leaks, campus speech debates, Anonymous, social media, net neutrality and the economic determinants of free speech.",,Spring.,ENGL 3778,,,,,,,,[nan],270209.0,Rayna Kalas,12.0,4.0,3.6,100.0,,,
2591,SHUM,3778,"Free Speech, Censorship, and the Age of Global Media",Rayna Kalas,10:10AM,11:00AM,To Be Assigned,"This course will help us understand how our ideas about free speech are shifting in an age of global information by surveying the history of censorship from the late 16th-century to the present day. In democratic societies, freedom of expression is both a cultural value and protected right, and yet governments also routinely regulate speech through a variety of mechanisms: from direct censorship, to licensing and copyright laws, to high court decisions about what qualifies as ""speech"". We will consider how the categories of dangerous speech—blasphemy, pornography, treason, libel—and thresholds of toleration, have changed over time. And we will also consider forms of censorship that have sought to protect freedoms and ensure civil discourse, such as restrictions on hate speech, genocide denial, and ""fake news"". Authors and subjects may include Milton, Defoe, Freud, Foucault, Joyce, MacKinnon, Butler, Wiki-Leaks, campus speech debates, Anonymous, social media, net neutrality and the economic determinants of free speech.",,Spring.,SHUM 3778,,,,,,,,[nan],270209.0,Rayna Kalas,12.0,4.0,3.6,100.0,,,
2592,ENGL,3820,Narrative Writing,Emily Fridlund,12:25PM,01:15PM,To Be Assigned,"This course focuses upon the writing of fiction or related narrative forms. May include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work. Many students will choose to write short stories, but excerpts from longer works will also be accepted.",Prerequisite: ENGL 2800 or ENGL 2810.,Fall.,ENGL 3820,,,,,,,,[nan],,,,,,,,,
2593,ENGL,3840,Poetry Writing,Ishion Hutchinson,10:10AM,11:00AM,To Be Assigned,"This course focuses upon the writing of poetry. May include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work.",Prerequisite: ENGL 2800 or ENGL 2810.,Fall.,ENGL 3840,,,,,,,,[nan],2093801.0,Ishion Hutchinson,3.0,3.5,1.7,50.0,2.5,2.5,3.0
2594,ENGL,4020,Literature as Moral Inquiry,Satya Mohanty,01:00PM,02:15PM,Goldwin Smith Hall 232,"What can literary works, especially novels, tell us about moral issues? Should they be seen as suggesting a form of moral inquiry similar to the kind of philosophical discussion we get in, say, Aristotle's Nicomachean Ethics? Can reading philosophical works in ethics together with novels that deal with similar themes help us understand these themes better? This course is an attempt to answer these questions. We will read selections from Aristotle, Kant, Marx, and Nietzsche, and use these works to help us understand the nature of moral inquiry in novels like Eliot's Middlemarch, Morrison's The Bluest Eye, Woolf's Mrs. Dalloway, Conrad's Heart of Darkness, and Achebe's Things Fall Apart. Other writers we will most probably read include Nadine Gordimer, Doris Lessing, and Kazuo Ishiguro.",,Fall.,ENGL 4020,,,,,,,,[nan],165834.0,Satya Mohanty,28.0,2.8,3.5,0.0,3.0,4.0,4.0
2595,ENGL,4800,Advanced Poetry Writing,Lyrae Van Clief-Stefanon,09:05AM,11:00AM,To Be Assigned,"This course is intended for creative writers who have completed  ENGL 3840 or ENGL 3850 and wish to refine their poetry writing. It may include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work. In addition to the instructor's assigned writing requirements, students may work on longer-form verse writing projects.",Prerequisite: ENGL 3840 or ENGL 3850 is strongly recommended.,Fall.,ENGL 4800,,,,,,,,[nan],1467921.0,Lyrae Van Clief-Stefanon,4.0,4.2,3.5,100.0,,,
2596,ENGL,4801,Advanced Narrative Writing,Ernesto Quinonez,12:25PM,02:20PM,To Be Assigned,"This course is intended for narrative writing students who have completed ENGL 3820 or ENGL 3830 and wish to refine their writing. It may include significant reading and discussion, explorations of form and technique, completion of writing assignments and prompts, and workshop peer review of student work. In addition to the instructor's assigned writing requirements, students may work on longer-form narrative writing projects.",Prerequisite: prior completion of a section of ENGL 3820 or ENGL 3830 is strongly recommended.,Fall.,ENGL 4801,,,,,,,,[nan],1084209.0,Ernesto Quinonez,6.0,4.3,1.7,100.0,,,
2597,ENGL,4910,Honors Seminar I,Masha Raskolnikov,09:05AM,12:05PM,To Be Assigned,"The purpose of the Honors Seminar is to acquaint students with methods of study and research to help them write their senior Honors Essay. However, all interested students are welcome to enroll. The seminar will require a substantial essay that incorporates literary evidence and critical material effectively, and develops an argument. Topics and instructors vary each semester. For Fall 2021 the topic is: American Paranoia.",,Fall.,ENGL 4910,,,,,,,,[nan],371779.0,Masha Raskolnikov,39.0,3.5,3.1,61.5385,,,
2598,ENGL,4930,Honors Essay Tutorial I,Ellis Hanson,,,,"Students should secure a thesis advisor by the end of the junior year and should enroll in that faculty member's section of ENGL 4930. Students enrolling in the fall will automatically be enrolled in a discussion section, which will meet a few times throughout the semester and will give students a chance to get together with other honors students to discuss issues pertinent to writing a thesis. Topics will include compiling a critical bibliography and writing a prospectus. Professor Elisha Cohn, the Honors Director in English, will contact students to set up the first meeting time.",,"Fall, Spring.",ENGL 4930,,,,,,,,[nan],165710.0,Ellis Hanson,39.0,3.7,2.7,60.0,,,
2599,ENGL,4940,Honors Essay Tutorial II,Kevin Attell,,,,This course is the second of a two-part series of courses required for students pursuing a Bachelor of Arts with Honors in English. The first course in the series is ENGL 4930 Honors Essay Tutorial I.,Prerequisite: ENGL 4930.,"Fall, Spring.",ENGL 4940,,,,,,,,[nan],1889763.0,Kevin Attell,4.0,3.7,2.5,66.6667,,,
2600,ENGL,6000,Colloquium for Entering Students,Kevin Attell,02:40PM,04:35PM,To Be Assigned,"An introduction to practical and theoretical aspects of graduate English studies, conducted with the help of weekly visitors from the English department. There will be regular short readings and brief presentations, but no formal papers. The colloquium is required for all entering PhD students; MFA students are welcome to attend any sessions that interest them.",,Fall.,ENGL 6000,,,,,,,,[nan],1889763.0,Kevin Attell,4.0,3.7,2.5,66.6667,,,
2601,ENGL,6644,Troubling Ecology,Chelsea Frazier,12:25PM,02:20PM,To Be Assigned,,,,ENGL 6644,,,,,,,,[nan],,,,,,,,,
2602,ENGL,6782,Comic Books and Graphic Novels: Delinquent Reading After Modernism,Gregory Londe,12:25PM,02:20PM,To Be Assigned,,,,ENGL 6782,,,,,,,,[nan],2219290.0,Gregory Londe,3.0,5.0,3.0,100.0,,,
